id,code,name
hr_medical_disease_1,1,Holera
hr_medical_disease_2,2,Febra tifoida
hr_medical_disease_3,3,Paratifos
hr_medical_disease_4,4,Salmoneloze
hr_medical_disease_5,5,Shigelloze
hr_medical_disease_6,6,Alte infectii intestinale bacteriene
hr_medical_disease_7,7,Botulismul
hr_medical_disease_8,8,Alte intoxicatii alimentare de origine bacteriana
hr_medical_disease_9,9,Amibiaza
hr_medical_disease_10,10,Giardiaza (lambliaza)
hr_medical_disease_11,11,Alte boli intestinale prin protozoare
hr_medical_disease_12,12,"Alte infectii virale si intestinale, precizate"
hr_medical_disease_13,13,Diareea si gastroenterita (probabil infectioasa)
hr_medical_disease_14,14,Tuberculoza aparatului respirator
hr_medical_disease_15,15,Tuberculoza sistemului nervos
hr_medical_disease_16,16,Tuberculoza altor organe
hr_medical_disease_17,17,Tuberculoza miliara
hr_medical_disease_18,18,Antraxul
hr_medical_disease_19,19,Brucelloza
hr_medical_disease_20,20,Leptospiroza
hr_medical_disease_21,21,Alte antropo-zoonoze bacteriene
hr_medical_disease_22,22,Lepra
hr_medical_disease_23,23,Tetanosul neonatorum
hr_medical_disease_24,24,Tetanosul obstetrical
hr_medical_disease_25,25,Alte forme de tetanos
hr_medical_disease_26,26,Difteria
hr_medical_disease_27,27,Tusea convulsiva
hr_medical_disease_28,28,Scarlatina
hr_medical_disease_29,29,infectia cu meningococi
hr_medical_disease_30,30,Erizipelul
hr_medical_disease_31,31,Alte boli neclasate la alte locuri
hr_medical_disease_32,32,Sifilisul congenital
hr_medical_disease_33,33,"Sifilisul recent (primar, secundar)"
hr_medical_disease_34,34,Sifilisul tardiv
hr_medical_disease_35,35,"Alte forme de sifilis, fara precizare"
hr_medical_disease_36,36,Infectia gonococica
hr_medical_disease_37,37,Sancrul moale
hr_medical_disease_38,38,Trichomoniaza
hr_medical_disease_39,39,Alte boli precizate al caror mod de transmitere este in special sexual
hr_medical_disease_40,40,Trahomul
hr_medical_disease_41,41,Alte boli prin Chlamidia
hr_medical_disease_42,42,Tifosul exantematic
hr_medical_disease_43,43,Tifosul recrudescent (boala Brill)
hr_medical_disease_44,44,Alte rickettsioze
hr_medical_disease_45,45,Poliomielita acuta
hr_medical_disease_46,46,Rabia
hr_medical_disease_47,47,Encefalita si meningita virala
hr_medical_disease_48,48,Alte infectii virale ale sistemului nervos
hr_medical_disease_49,49,Varicela
hr_medical_disease_50,50,Zona (herpes zoster)
hr_medical_disease_51,51,Rujeola
hr_medical_disease_52,52,Rubeola
hr_medical_disease_53,53,Alte infectii virale cu leziuni cutaneo-mucoase
hr_medical_disease_54,54,Hepatita virala A
hr_medical_disease_55,55,Hepatita acuta B
hr_medical_disease_56,56,Alte hepatite virale
hr_medical_disease_57,57,Imunodeficienta umana virala (VIH) cu unele boli infectioase si parazitare
hr_medical_disease_58,58,Imunodeficienta umana virala (VIH) cu tumori maligne
hr_medical_disease_59,59,Imunodeficienta virala umana (VIH) cu alte boli specificate
hr_medical_disease_60,60,Imunodeficienta umana (VIH) in alte afectiuni
hr_medical_disease_61,61,Imunodeficienta umana (VIH) fara precizare
hr_medical_disease_62,62,Oreionul
hr_medical_disease_63,63,Mononucleoza infectioasa
hr_medical_disease_64,64,"Alte boli cu virus, neclasate la alte locuri"
hr_medical_disease_65,65,Dermatofitoze
hr_medical_disease_66,66,Candidiaza
hr_medical_disease_67,67,Alte micoze
hr_medical_disease_68,68,Malaria
hr_medical_disease_69,69,Toxoplasmoza
hr_medical_disease_70,70,Alte boli prin protozoare
hr_medical_disease_71,71,Echinococoza
hr_medical_disease_72,72,Teniaza
hr_medical_disease_73,73,Trichineloza
hr_medical_disease_74,74,Ascaridiaza
hr_medical_disease_75,75,Oxiuraza
hr_medical_disease_76,76,Alte helmintiaze
hr_medical_disease_77,77,Scabia
hr_medical_disease_78,78,Alte infestatii (inclusiv pediculoza)
hr_medical_disease_79,79,"Boli infectioase, alte si neprecizate"
hr_medical_disease_80,80,Tumora maligna a buzei
hr_medical_disease_81,81,Tumora maligna a bazei limbii
hr_medical_disease_82,82,"Tumora maligna a limbii, alte si neprecizate"
hr_medical_disease_83,83,Tumora maligna a gingiei
hr_medical_disease_84,84,Tumora maligna a planseului gurii
hr_medical_disease_85,85,Tumora maligna a palatului
hr_medical_disease_86,86,"Tumora maligna a gurii, alte si fara precizare"
hr_medical_disease_87,87,Tumora maligna a glandei parotide
hr_medical_disease_88,88,Tumora maligna a glandelor salivare principale; altele si fara precizare
hr_medical_disease_89,89,Tumora maligna a amigdalei
hr_medical_disease_90,90,Tumora maligna a orofaringelui
hr_medical_disease_91,91,Tumora maligna a rinofaringelui
hr_medical_disease_92,92,Tumora maligna a sinusului piriform
hr_medical_disease_93,93,Tumora maligna a hipofaringelui
hr_medical_disease_94,94,"Tumora maligna a buzei, cavitatii bucale si a faringelui cu alte localizari si rau definite"
hr_medical_disease_95,95,Tumori maligne ale esofagului
hr_medical_disease_96,96,Tumori maligne ale stomacului
hr_medical_disease_97,97,Tumora maligna a intestinului subtire
hr_medical_disease_98,98,Tumora maligna a colonului
hr_medical_disease_99,99,Tumora maligna a jonctiunii rectosigmoidiene
hr_medical_disease_100,100,Tumora maligna a rectului
hr_medical_disease_101,101,Tumora maligna a anusului si canalului anal
hr_medical_disease_102,102,Tumora maligna a ficatului si canalelor biliare intrahepatice
hr_medical_disease_103,103,Tumora maligna a veziculei biliare
hr_medical_disease_104,104,"Tumori maligne ale cailor biliare, alte si neprecizate"
hr_medical_disease_105,105,Tumori maligne ale pancreasului
hr_medical_disease_106,106,Tumora maligna a organelor digestive cu alta localizare si rau definita
hr_medical_disease_107,107,Tumora maligna a foselor nazale si a urechii medii
hr_medical_disease_108,108,Tumora maligna a sinusurilor fetei
hr_medical_disease_109,109,Tumori maligne ale laringelui
hr_medical_disease_110,110,Tumora maligna a traheei
hr_medical_disease_111,111,Tumora maligna a bronhiilor si pulmonului
hr_medical_disease_112,112,Tumora maligna a timusului
hr_medical_disease_113,113,"Tumora maligna a inimii, mediastinului si pleurei"
hr_medical_disease_114,114,Tumora maligna a aparatului respirator si a organelor intratoracice cu alte localizari si rau definite
hr_medical_disease_115,115,Tumora maligna a oaselor si cartilagiilor articulare ale membrelor
hr_medical_disease_116,116,"Tumori maligne ale oaselor si cartilagiilor articulare, cu alte localizari si neprecizate"
hr_medical_disease_117,117,Melanomul malign al pielii
hr_medical_disease_118,118,Alte tumori maligne ale pielii
hr_medical_disease_119,119,Mesotheliomul
hr_medical_disease_120,120,Sarcomul Kaposi
hr_medical_disease_121,121,Tumora maligna a nervilor periferici si a sistemului nervos autonom
hr_medical_disease_122,122,Tumora maligna a retroperitoneului si a peritonelui
hr_medical_disease_123,123,Tumora maligna a tesutului conjunctiv si a altor tesuturi moi
hr_medical_disease_124,124,Tumori maligne ale sinului
hr_medical_disease_125,125,Tumora maligna a vulvei
hr_medical_disease_126,126,Tumora maligna a vaginului
hr_medical_disease_127,127,Tumora maligna a colului uterin
hr_medical_disease_128,128,Tumora maligna a corpului uterin
hr_medical_disease_129,129,"Tumora maligna a uterului, localizare neprecizata"
hr_medical_disease_130,130,Tumora maligna a ovarului
hr_medical_disease_131,131,"Tumora maligna a organelor genitale la femeie, alte si neprecizate"
hr_medical_disease_132,132,Tumora maligna a placentei
hr_medical_disease_133,133,Tumora maligna a penisului
hr_medical_disease_134,134,Tumora maligna a prostatei
hr_medical_disease_135,135,Tumora maligna a testicolului
hr_medical_disease_136,136,"Tumori maligne ale organelor genitale la barbat, alte si neprecizate"
hr_medical_disease_137,137,"Tumora maligna a rinichiului, cu exceptia bazinetului renal"
hr_medical_disease_138,138,Tumora maligna a bazinetului renal
hr_medical_disease_139,139,Tumora maligna a ureterului
hr_medical_disease_140,140,Tumora maligna a vezicii urinare
hr_medical_disease_141,141,"Tumora maligna a organelor urinare, alte si neprecizate"
hr_medical_disease_142,142,Tumora maligna a ochiului si anexelor sale
hr_medical_disease_143,143,Tumora maligna a meningelui
hr_medical_disease_144,144,Tumora maligna a creierului
hr_medical_disease_145,145,"Tumora maligna a maduvei spinarii, a nervilor cranieni si alte parti ale sistemului nervos central"
hr_medical_disease_146,146,Tumora maligna a tiroidei
hr_medical_disease_147,147,Tumora maligna asuprarenalei
hr_medical_disease_148,148,Tumora maligna a altor glande endocrine si structuri inrudite
hr_medical_disease_149,149,Tumora maligna cu alte localizari si nespecificate
hr_medical_disease_150,150,"Tumora maligna a ganglionilor limfatici, secundara si neprecizata"
hr_medical_disease_151,151,Tumora maligna secundara a organelor respiratorii si digestive
hr_medical_disease_152,152,Tumora maligna secundara cu alte localizari
hr_medical_disease_153,153,Tumori maligne cu sediu neprecizat
hr_medical_disease_154,154,Boala Hodgkin
hr_medical_disease_155,155,Limfom folicular (nodular) non-Hodgkin
hr_medical_disease_156,156,Limfom difuz non-Hodgkin
hr_medical_disease_157,157,Limfoame periferice si cutanate cu celule T
hr_medical_disease_158,158,"Limfom non-Hodgkin, de alte tipuri si neprecizate"
hr_medical_disease_159,159,Boli imunoproliferative maligne
hr_medical_disease_160,160,Mielom multiplu si tumori maligne cu plasmocite
hr_medical_disease_161,161,Leucemia limfoida
hr_medical_disease_162,162,Leucemia mieloida
hr_medical_disease_163,163,Leucemia monocitara
hr_medical_disease_164,164,Alte leucemii cu celule precizate
hr_medical_disease_165,165,Leucemia cu celule neprecizate
hr_medical_disease_166,166,"Tumori maligne ale tesutului limfoid, hematopoietic si inrudite, alte si neprecizate"
hr_medical_disease_167,167,Tumori maligne cu localizari multiple independente (primare)
hr_medical_disease_168,168,"Carcinom in situ al cavitatii bucale, al esofagului si stomacului"
hr_medical_disease_169,169,"Carcinom in situ al organelor digestive, alte si neprecizate"
hr_medical_disease_170,170,Carcinom in situ al urechii mijlocii si al aparatului respirator
hr_medical_disease_171,171,Melanom in situ
hr_medical_disease_172,172,Carcinom in situ al pielii
hr_medical_disease_173,173,Carcinom in situ al sinului
hr_medical_disease_174,174,Carcinom in situ al colului uterin
hr_medical_disease_175,175,"Carcinom in situ al organelor genitale, alte si neprecizate"
hr_medical_disease_176,176,Carcinom in situ cu alte localizari si neprecizate
hr_medical_disease_177,177,Tumori benigne cu alte localizari si rau definite ale aparatului digestiv
hr_medical_disease_178,178,Tumora benigna a urechii mijlocii si a aparatului respirator
hr_medical_disease_179,179,Tumora benigna a organelor intratoracice alte si neprecizate
hr_medical_disease_180,180,Tumora benigna a osului si a cartilajului articular
hr_medical_disease_181,181,Tumora lipomatoasa benigna
hr_medical_disease_182,182,"Hemangiom si limfangiom, toate localizarile"
hr_medical_disease_183,183,Tumori benigne ale pielii
hr_medical_disease_184,184,Tumora benigna a sinului
hr_medical_disease_185,185,Leiomiomul uterului
hr_medical_disease_186,186,Alte tumori benigne ale uterului
hr_medical_disease_187,187,Tumora benigna a ovarului
hr_medical_disease_188,188,"Tumora benigna a organelor genitale la femeie, alte si neprecizate"
hr_medical_disease_189,189,Tumora benigna a organelor urinare
hr_medical_disease_190,190,Tumora benigna a creierului si altor portiuni ale sistemului nervos central
hr_medical_disease_191,191,"Tumora benigna a glandelor endocrine, alte si neprecizate"
hr_medical_disease_192,192,Tumora benigna cu alte localizari si fara precizare
hr_medical_disease_193,193,"Tumora cavitatii bucale si a organelor digestive, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_194,194,"Tumora urechii mijlocii, a organelor respiratorii si intratoracice, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_195,195,"Tumora organelor genitale la femeie, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_196,196,"Tumora organelor genitale la barbat, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_197,197,"Tumora organelor urinare, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_198,198,"Tumora creierului si sistemului nervos central, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_199,199,"Tumora glandelor endocrine, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_200,200,Poliglobulia esentiala
hr_medical_disease_201,201,"Alte tumori de tesut limfoid, hematopoietic si inrudite, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_202,202,"Tumora cu alte localizari si neprecizata, cu evolutie imprevizibila si necunoscuta"
hr_medical_disease_203,203,Anemia prin carenta de fier
hr_medical_disease_204,204,Anemia prin carenta de vitamina B12
hr_medical_disease_205,205,Anemia prin carenta de acid folic
